# ln a,ln lambda, ln Gamma, ln P_GP, s, gamma_0, P_b, T0_b, K_b, h_b, k_b, P_c, T0_c, K_c, h_c, k_c, P_d, T0_d, K_d, h_d, k_d
2.729513,8.393432,1.743361,3.964191,0.330544,0.030636,2.253578,1366.170932,0.821236,-0.045926,0.014191,3.690589,1367.275560,1.922434,0.063658,-0.237567,7.450847,1362.738446,1.549520,-0.176482,-0.251662
1.501996,2.464186,-0.260097,3.755547,0.215206,0.266894,2.252876,1366.170944,0.451783,0.037828,0.044291,3.690577,1367.274702,2.129562,-0.264902,0.209961,7.452685,1362.737433,1.271768,-0.047085,-0.239145
2.257415,6.172916,1.649021,3.308434,0.001139,0.065600,2.253339,1366.170951,0.515887,-0.253416,-0.740214,3.690365,1367.275857,2.350261,-0.081931,0.091281,7.451170,1362.737298,1.394843,-0.197347,0.104185
1.985646,3.171404,1.682962,3.917648,0.237594,0.097505,2.252678,1366.170856,0.231643,0.673961,0.562627,3.690182,1367.275135,1.577251,-0.314929,0.002081,7.450295,1362.737305,1.248074,-0.030115,0.376085
2.166585,3.584388,1.085032,3.130132,0.077438,-0.040708,2.253415,1366.170817,0.676680,0.020574,0.444281,3.690131,1367.274147,2.024371,-0.248459,0.012706,7.452085,1362.736538,1.130922,0.366198,-0.211019
2.222374,6.160388,1.576232,3.352889,0.415752,0.109713,2.253500,1366.170719,0.487364,0.181343,-0.394883,3.690244,1367.275690,2.472555,-0.265722,-0.135378,7.451087,1362.736585,1.425246,-0.417494,0.009857
1.449865,2.836573,0.498501,3.488515,0.000085,0.256466,2.253143,1366.170896,0.196416,0.041244,0.310152,3.690538,1367.276071,2.376788,-0.233074,0.217113,7.451335,1362.736575,1.142027,-0.113514,0.303037
1.377043,4.832842,1.036105,3.333929,0.240933,0.561639,2.252447,1366.170997,0.115031,0.234487,0.332248,3.690463,1367.275640,1.929261,-0.087184,0.014779,7.452163,1362.737010,1.439070,-0.132458,-0.382314
1.847295,5.178659,1.176379,3.308859,0.195406,0.339692,2.253201,1366.170664,0.254677,-0.009710,-0.117443,3.690337,1367.276017,2.049503,-0.213358,0.029538,7.451096,1362.738539,1.591986,0.302425,-0.159027
2.397929,7.903737,1.484671,3.928433,0.019148,-0.385679,2.253708,1366.170686,0.977415,-0.123719,0.145484,3.690586,1367.274046,2.506701,-0.284098,-0.182900,7.450531,1362.737017,1.595795,0.494472,0.270643
1.343587,6.409489,1.350801,3.202481,0.359232,0.150045,2.253035,1366.170929,0.010755,0.056852,0.193203,3.690171,1367.275725,2.591362,-0.228157,0.089235,7.451568,1362.737957,2.205387,-0.105212,0.226663
1.938564,3.076464,1.512820,3.757443,0.000782,-0.122787,2.252943,1366.171003,1.078669,-0.046372,0.385025,3.690401,1367.274947,1.982281,-0.326036,0.230408,7.452937,1362.736058,1.933296,0.169911,-0.223483
2.041187,4.179342,1.983637,3.898174,0.353933,0.192300,2.253649,1366.170720,0.000494,-0.246754,0.016143,3.689847,1367.275628,2.084507,0.055296,0.106019,7.453085,1362.736396,1.701243,0.098213,0.080523
2.056075,5.897736,0.396865,3.265578,0.005936,0.028788,2.252998,1366.170831,0.357625,0.216466,0.116332,3.690592,1367.274850,2.348487,0.178736,-0.086049,7.451329,1362.735696,1.985587,-0.071486,0.035099
2.419782,3.247365,0.941277,3.488139,0.122563,-0.055473,2.252964,1366.170800,0.510089,-0.022838,0.324090,3.690536,1367.275093,1.801780,-0.050674,0.327834,7.451760,1362.737554,1.245745,-0.085910,0.424807
2.194078,6.018812,1.181509,3.264638,0.082751,0.025825,2.252928,1366.170776,0.625720,0.130824,0.078026,3.690822,1367.276698,2.801797,-0.168684,0.002318,7.450382,1362.737471,1.009802,-0.075925,0.128321
2.376338,6.240120,1.747570,3.286831,0.001459,0.107014,2.253489,1366.170945,0.523854,-0.190295,-0.931891,3.690466,1367.276032,2.435619,-0.074410,0.198650,7.451012,1362.737044,1.512234,-0.209668,0.187855
2.618585,6.516532,0.490443,3.258502,0.005683,0.007207,2.252254,1366.170831,0.141154,0.106077,-0.044493,3.690524,1367.272993,1.998653,-0.380031,-0.005940,7.452596,1362.735960,1.480613,0.211227,-0.095649
1.851047,7.966516,1.810420,3.931608,0.057732,-0.076667,2.252885,1366.170896,0.533896,0.126551,-0.355615,3.689841,1367.275876,2.133671,0.007794,-0.149968,7.451745,1362.736837,1.799085,0.179870,-0.316800
2.242003,8.004816,1.416682,3.944412,0.182203,-0.393139,2.253359,1366.170803,1.212375,-0.069871,-0.168702,3.690165,1367.275102,2.127999,0.019553,-0.173240,7.452242,1362.737142,1.403788,-0.247457,0.186301
1.122704,7.368770,1.921204,3.948954,0.011783,0.044559,2.253324,1366.170916,0.797067,0.145147,-0.158956,3.690067,1367.275077,2.091637,0.122827,-0.017026,7.450583,1362.738242,1.397577,-0.117793,-0.080908
1.165185,7.302264,1.899572,3.937907,0.023331,0.040251,2.253294,1366.170906,0.746620,0.144771,-0.157515,3.690072,1367.275061,2.107306,0.112216,-0.017847,7.450637,1362.738142,1.426257,-0.113185,-0.072533
1.893137,4.066691,1.327347,3.509650,0.135884,0.037481,2.253113,1366.170793,0.568368,-0.664345,0.166279,3.690379,1367.274589,2.959102,-0.286259,0.307745,7.451001,1362.736753,1.738337,-0.207969,0.096035
2.776923,2.717021,-4.600690,3.473586,0.096968,-0.490084,2.253348,1366.170750,0.819408,0.267452,-0.499389,3.690361,1367.274723,2.262793,-0.162605,0.015131,7.451171,1362.737277,1.308553,0.279761,-0.211882
2.409869,7.795598,1.667177,3.957281,0.510794,0.332054,2.253261,1366.170759,0.583184,0.300571,-0.457109,3.689637,1367.276079,2.415690,-0.032310,0.031552,7.451612,1362.738434,1.364789,-0.275053,-0.161076
2.431272,3.654264,1.653061,3.872414,0.006794,0.624016,2.253077,1366.170816,0.346724,-0.182938,-0.189936,3.690863,1367.275000,2.491394,-0.227279,0.145532,7.451021,1362.736862,1.836035,-0.265594,0.199237
1.799444,5.945375,1.318353,3.315390,0.234147,-0.389679,2.252691,1366.170715,1.107714,-0.055437,0.391218,3.690318,1367.275206,2.221971,-0.242192,0.286597,7.449645,1362.736365,1.737849,0.338539,-0.009438
1.006948,5.592420,0.646211,3.295980,0.005699,0.176481,2.252696,1366.170806,0.112252,-0.048766,-0.071271,3.689986,1367.274684,1.654202,-0.105959,0.090281,7.451276,1362.737990,1.856612,0.254383,0.311098
1.895988,8.432744,1.925537,3.947051,0.376061,-0.135460,2.252740,1366.170727,0.805263,-0.236112,0.623142,3.690081,1367.275351,2.069004,0.031194,0.404919,7.450463,1362.738711,1.705920,0.154581,0.097859
2.624569,6.428797,0.240449,3.266189,0.239255,0.452555,2.253114,1366.170704,0.248894,-0.238477,-0.088818,3.689816,1367.275050,2.271225,-0.089707,-0.256859,7.451740,1362.739062,1.421449,-0.396501,-0.004538
2.165872,6.500147,1.083592,3.259220,0.006849,-0.141321,2.252615,1366.171050,0.796037,-0.606404,0.166471,3.690269,1367.275753,2.002754,-0.066939,-0.300435,7.451936,1362.737278,1.000364,-0.291945,0.026781
1.248964,6.023573,1.402598,3.257745,0.022236,0.154331,2.253311,1366.170729,0.509966,-0.318319,0.463256,3.690388,1367.275553,2.848351,-0.132558,-0.070784,7.450558,1362.737241,2.085060,-0.198879,0.135224
1.653473,1.786372,0.351713,3.268637,0.001759,0.349082,2.252910,1366.170817,1.279831,-0.573521,0.251816,3.690857,1367.276877,2.390366,-0.189272,0.232112,7.451777,1362.737335,0.613406,-0.164103,-0.430945
2.368664,6.403591,0.577773,3.304873,0.313190,-0.050754,2.253296,1366.170565,0.000228,-0.063590,-0.133321,3.690142,1367.274857,1.760536,-0.047585,-0.114176,7.451988,1362.737794,2.185454,-0.133911,-0.272154
1.398488,6.451950,1.243619,3.686350,0.125270,-0.033773,2.253310,1366.170901,0.013793,-0.137984,-0.129379,3.690320,1367.275315,2.157587,-0.115481,-0.020113,7.451003,1362.737834,1.655582,-0.058173,-0.032607
1.520715,6.035233,1.774731,3.241174,0.274551,-0.040438,2.252875,1366.170705,0.430295,-0.075863,-0.191022,3.690122,1367.274896,2.298168,-0.095590,-0.009123,7.451554,1362.737094,1.848115,-0.022096,-0.230296
2.013600,6.275090,0.642238,3.221488,0.178083,-0.228267,2.253157,1366.170666,0.009571,0.198478,-0.270890,3.690623,1367.274577,2.122190,-0.035658,-0.298721,7.451084,1362.735843,1.433526,-0.150918,-0.188904
1.740635,7.911130,1.817968,3.938449,0.105963,0.058418,2.252612,1366.170957,1.156117,0.024041,-0.114924,3.690472,1367.274810,2.054332,-0.060312,-0.278891,7.452221,1362.737289,1.280737,-0.057664,-0.167024
1.709812,6.169851,0.662191,3.309367,0.192267,0.023995,2.253236,1366.170810,1.237825,-0.135593,0.061663,3.690189,1367.274704,2.083535,-0.055002,0.176223,7.452156,1362.736562,1.228844,-0.101571,-0.184992
1.840992,5.339376,1.285708,3.367316,0.002727,0.223437,2.253009,1366.170813,0.118633,-0.060747,0.226105,3.690756,1367.275486,1.609840,-0.224968,0.127081,7.450291,1362.737263,1.526617,0.180127,0.047841
1.267731,4.897207,1.130916,3.336151,0.203214,0.478014,2.252514,1366.170965,0.274464,0.206719,0.165791,3.690400,1367.275311,1.920738,0.026472,-0.015717,7.451964,1362.737383,1.258346,-0.011273,-0.440896
1.647108,6.507612,0.214185,3.223447,0.186643,-0.113979,2.252945,1366.170878,0.000000,0.185055,-0.173128,3.690337,1367.275417,2.247020,-0.004957,-0.072876,7.452913,1362.737731,1.729858,0.089190,-0.079757
2.323365,5.711245,0.566142,3.296886,0.001978,0.290624,2.253367,1366.170835,1.118366,0.311479,-0.109612,3.690252,1367.275378,1.793158,0.085493,0.114779,7.451162,1362.737016,1.801881,0.071804,0.482405
2.678469,8.626612,1.956766,3.983314,0.319896,-0.259544,2.253171,1366.170777,0.877575,0.052349,-0.012824,3.690112,1367.275427,2.046973,-0.096276,-0.087083,7.450660,1362.737214,1.852644,-0.248727,0.018182
1.753632,6.847566,1.194896,3.253448,0.013545,-0.182431,2.253590,1366.170671,0.545076,-0.155585,-0.138198,3.690629,1367.275139,2.242223,-0.036077,0.226435,7.450843,1362.737663,1.360580,-0.262705,0.062859
1.341294,6.308967,1.062676,3.316718,0.000009,-0.119485,2.252879,1366.171080,0.623607,-0.001866,-0.075050,3.689986,1367.273679,1.614419,0.012904,0.378286,7.451820,1362.737326,2.501980,0.070277,-0.001828
1.597207,3.720771,-1.018093,2.735931,0.008784,0.096318,2.253005,1366.170819,0.136111,0.201659,0.373149,3.690705,1367.274172,2.629374,-0.157691,0.123157,7.452130,1362.737053,1.487399,-0.094948,-0.000654
1.096818,5.804527,1.359180,3.296571,0.573256,0.924992,2.252617,1366.170907,0.027831,0.553491,0.204232,3.690340,1367.275642,2.072748,0.068770,-0.007763,7.451230,1362.737406,1.719202,0.054489,-0.328214
2.075788,6.059334,1.118655,3.346018,0.325988,0.131999,2.253382,1366.170943,0.003905,0.299920,0.273986,3.690604,1367.276025,2.291267,-0.044972,-0.058908,7.451445,1362.736698,1.820767,-0.085337,-0.130534
1.497302,5.580509,1.473419,3.342501,0.000149,0.198889,2.253318,1366.170996,0.638359,-0.071654,0.453075,3.690300,1367.275440,2.057487,-0.263318,-0.182074,7.450598,1362.737325,2.190901,-0.073126,0.286668
1.515090,6.593557,0.985153,3.299241,0.000972,-0.202566,2.253099,1366.170868,0.405195,0.089262,-0.429011,3.690774,1367.275981,2.284550,0.007719,-0.135582,7.451208,1362.738508,1.861156,0.095429,-0.156414
2.062997,4.367374,1.016282,3.378405,0.018893,-0.038229,2.252925,1366.170822,0.821173,-0.278315,0.434838,3.690258,1367.273229,2.058351,-0.055417,-0.244664,7.450005,1362.737188,1.282988,0.211149,0.065233
1.466586,6.049554,1.003390,3.300854,0.081174,0.245622,2.253337,1366.170860,0.595194,-0.035215,0.239805,3.690536,1367.274408,2.265515,-0.089953,0.285438,7.451782,1362.736265,1.929103,0.010866,-0.356989
1.524406,6.302897,1.242504,3.238781,0.639104,0.304493,2.253065,1366.170588,0.347011,0.233325,0.577733,3.690438,1367.274587,2.528163,-0.267892,0.078195,7.451651,1362.738109,1.501554,0.110434,0.303885
1.967917,6.007864,0.883337,3.287813,0.282746,0.292610,2.253784,1366.170759,0.681768,-0.666574,0.501136,3.690655,1367.276928,1.853184,-0.175951,0.218804,7.451262,1362.737972,0.791977,-0.240113,-0.182762
1.823909,7.972430,1.800565,3.938973,0.007499,-0.134943,2.252687,1366.170926,0.612630,0.145341,-0.498234,3.689720,1367.276015,2.296796,0.054689,-0.297742,7.451787,1362.736444,1.819251,0.146052,-0.330585
1.985305,2.276406,-0.691386,3.966931,0.300958,0.205159,2.252535,1366.170923,0.438575,0.218601,-0.068713,3.690625,1367.275305,2.299311,-0.289335,0.198601,7.453329,1362.737517,1.532395,-0.072770,-0.232775
1.983575,7.131548,1.354261,3.672419,0.001099,-0.065679,2.253348,1366.170616,0.391251,0.068348,-0.224061,3.690685,1367.276180,1.773666,-0.113795,0.002236,7.452182,1362.737815,1.031263,0.102996,-0.162039
1.823110,6.577592,0.720366,3.323801,0.217862,0.348644,2.252754,1366.170966,0.457636,0.084574,0.323464,3.690450,1367.276306,2.019878,-0.246480,0.106325,7.452605,1362.736617,1.601135,0.061017,0.042456
1.473616,6.088790,0.584817,3.314397,0.008595,0.072381,2.253225,1366.170911,0.047739,0.085314,0.242952,3.690273,1367.275847,2.171550,-0.056858,0.156621,7.451384,1362.738364,1.177297,-0.050664,0.001108
2.483119,5.794810,1.910759,3.928512,0.015193,-0.008409,2.253308,1366.170951,0.078667,0.110209,0.012557,3.690524,1367.275457,2.622944,0.096275,-0.065555,7.451434,1362.736499,1.718764,-0.443901,0.338521
1.993054,1.398737,0.264817,3.530403,0.003373,0.293122,2.252986,1366.170828,0.989262,-0.304269,-0.073674,3.689899,1367.274118,2.175757,-0.090479,-0.155838,7.451380,1362.738126,0.738797,-0.213285,-0.511182
1.457010,2.622916,-0.047658,3.479453,0.000960,0.123023,2.253467,1366.170685,0.876117,0.490468,0.797059,3.690394,1367.275261,2.506567,-0.226239,0.166977,7.450520,1362.737522,1.420774,0.153366,-0.264151
1.558125,5.314158,1.767530,3.311161,0.388441,-0.257908,2.253403,1366.170737,0.547984,0.236022,-0.186391,3.690445,1367.274986,2.889911,-0.162300,-0.036586,7.452317,1362.735603,1.578134,-0.239741,-0.407613
2.291195,8.091968,1.707105,3.952396,0.009491,-0.299052,2.253606,1366.170815,0.796921,0.013015,0.153825,3.690629,1367.274389,2.415083,-0.277199,-0.117390,7.450254,1362.737139,1.574666,0.426503,0.335387
2.194950,4.529094,1.184458,3.584683,0.326577,0.097439,2.253434,1366.170964,0.023451,0.134537,0.348531,3.690240,1367.274492,1.849855,-0.233598,-0.082962,7.452785,1362.738259,1.626217,-0.232570,0.280353
2.201893,8.454903,1.900372,3.944125,0.006966,-0.254819,2.253626,1366.170719,0.928426,0.228075,-0.200288,3.691063,1367.274742,1.353013,0.137410,-0.182571,7.451850,1362.736959,1.431746,0.145449,-0.001477
2.982382,6.439957,0.725433,3.261717,0.086762,-0.101652,2.253587,1366.170813,0.526747,0.303324,-0.032405,3.690248,1367.275563,1.992843,0.029506,-0.172990,7.450579,1362.737501,1.851787,-0.114345,0.361366
2.189424,6.848682,1.826138,3.971678,0.099170,0.055504,2.254126,1366.170667,0.614850,0.036355,-0.362322,3.690324,1367.275688,1.799290,-0.038819,-0.098327,7.451567,1362.737494,1.508850,0.031031,-0.270277
2.090549,5.197522,1.918852,3.654593,0.290091,-0.393903,2.252676,1366.170844,0.600012,-0.191130,0.487479,3.690371,1367.274498,3.141703,-0.170903,0.740466,7.450651,1362.737198,1.718698,-0.110042,-0.054120
2.292069,6.611185,1.726273,3.701567,0.118465,-0.047545,2.253595,1366.170786,1.003326,-0.053586,0.048237,3.690388,1367.276061,1.419491,0.054528,0.315678,7.452781,1362.737402,1.217337,-0.002407,-0.107167
1.736405,6.500104,1.303306,3.294244,0.021305,0.256860,2.253494,1366.170850,0.908762,-0.179809,0.500627,3.690062,1367.275029,2.760771,-0.231069,0.420943,7.450391,1362.737249,1.257685,-0.322805,0.398115
1.832567,2.875190,0.805300,3.097653,0.000050,0.244166,2.253158,1366.170843,0.744555,0.288470,0.873808,3.690541,1367.275150,2.348964,-0.203642,0.482195,7.451005,1362.735979,1.954780,0.143602,0.214676
2.252026,4.784793,0.867238,3.406960,0.000119,-0.180091,2.253617,1366.170569,0.083950,-0.150711,0.022409,3.690428,1367.274176,1.562288,-0.363627,0.082276,7.450218,1362.738663,1.595066,-0.201481,-0.196430
2.493426,5.915876,1.874468,3.663704,0.233550,0.141384,2.253914,1366.170757,0.359802,0.089454,0.032294,3.690381,1367.274996,1.925911,0.074471,0.069083,7.452896,1362.736396,1.397654,-0.128441,-0.054503
2.330154,2.881562,0.437396,3.501886,0.066147,-0.161500,2.252833,1366.171065,0.000459,-0.095065,0.323066,3.690865,1367.274791,2.321594,-0.311616,0.263570,7.451285,1362.736287,1.155604,-0.039213,0.172364
2.208229,6.465286,1.749221,3.739839,0.003072,0.224883,2.253875,1366.170731,0.691669,0.098695,-0.342111,3.690302,1367.276522,1.794014,-0.144317,-0.152875,7.451614,1362.737761,1.671155,-0.111881,0.163424
1.743961,4.626459,1.578958,3.577589,0.357961,0.456205,2.253270,1366.170905,0.054667,0.447738,0.600741,3.690125,1367.275427,2.532433,-0.117651,0.177472,7.450823,1362.738413,1.917807,0.268969,0.094935
2.266505,7.685704,0.664389,3.289086,0.463171,0.333746,2.252615,1366.170805,0.105289,0.063960,-0.755497,3.690202,1367.273964,2.173640,0.126492,0.033075,7.451326,1362.736636,2.012694,0.178717,0.566984
1.999470,6.530062,1.860970,3.745528,0.145381,0.101352,2.253802,1366.171024,0.073175,0.276223,0.183542,3.690858,1367.274593,2.397694,0.049544,0.142034,7.450779,1362.736706,1.666812,0.069713,0.173839
1.658705,8.355525,1.591692,3.938007,0.004749,-0.090173,2.253056,1366.170824,0.487106,0.159383,-0.430705,3.689980,1367.275135,1.763790,-0.133900,0.108822,7.452302,1362.737726,1.869459,0.013200,-0.102797
1.844786,6.216898,0.401087,3.346326,0.003222,0.023418,2.253017,1366.170773,0.049220,0.044175,0.386731,3.690228,1367.276055,2.205388,-0.107273,0.075168,7.452169,1362.736762,1.897558,-0.132948,-0.059887
1.691350,5.046097,1.350545,3.294463,0.228229,0.378672,2.253029,1366.170644,0.205873,-0.042167,-0.151375,3.690300,1367.276266,2.060667,-0.229566,0.018202,7.451003,1362.738904,1.582142,0.352566,-0.227416
2.558179,2.249951,-2.961621,2.082066,0.001208,0.167924,2.252915,1366.170790,0.700924,0.019085,0.043656,3.690004,1367.274865,1.795157,0.049092,0.131641,7.452404,1362.738867,0.868124,-0.098807,-0.003608
1.803448,2.784808,1.088354,3.868890,0.453605,0.467390,2.252795,1366.170941,0.827945,0.282792,0.333584,3.690324,1367.274807,1.906617,-0.139730,0.186847,7.451899,1362.736319,1.726499,0.144896,0.167041
1.629732,6.126248,1.811758,3.941710,0.023088,0.009112,2.253506,1366.170656,1.173562,-0.309623,0.906324,3.690736,1367.276099,1.901787,0.035655,0.184447,7.451223,1362.736507,1.779117,0.049620,0.256196
1.792253,5.776765,1.582025,3.261682,0.013600,0.224898,2.253445,1366.170978,0.660498,-0.611208,-0.535965,3.690420,1367.275747,1.847714,-0.212921,-0.137865,7.450796,1362.737542,0.638262,-0.209189,0.269457
1.656240,2.372648,0.072037,2.459614,0.024345,0.427340,2.253138,1366.170739,0.179004,0.105150,0.355944,3.690387,1367.276549,2.556301,-0.277423,0.312827,7.451173,1362.738843,0.409782,-0.362234,-0.036152
1.214875,6.578229,1.024112,3.693185,0.000029,0.046958,2.253075,1366.171100,0.130580,-0.070428,-0.082473,3.690619,1367.275244,2.037489,0.029657,0.080698,7.451780,1362.737564,1.484528,-0.192882,0.031717
1.814454,3.562553,1.642665,3.525512,0.413981,-0.440445,2.253896,1366.170810,0.319063,-0.102826,-0.118127,3.690416,1367.274863,2.176128,-0.392272,0.152721,7.452336,1362.738477,1.717227,0.376104,-0.165445
2.948161,8.847500,1.743060,3.944644,0.000919,-0.243789,2.252858,1366.170636,0.084690,0.465229,-0.337896,3.690044,1367.274697,1.626935,-0.043975,0.278113,7.449703,1362.736136,1.076428,-0.534750,0.089931
2.249579,6.225698,1.531433,3.740958,0.147372,-0.008774,2.253158,1366.170955,0.167940,0.398881,-0.035723,3.690407,1367.274235,2.223825,-0.050932,0.297439,7.450489,1362.736163,1.439395,-0.156802,-0.320088
1.848649,2.244206,-1.379399,3.023140,0.131151,0.127200,2.252195,1366.170905,0.687776,-0.439293,0.772511,3.690658,1367.274211,1.648160,0.137076,0.156308,7.451713,1362.735940,1.777883,-0.166837,0.543182
2.400323,7.538913,1.805316,3.907740,0.305268,0.267959,2.252932,1366.170881,0.788900,-0.127690,-0.033605,3.690618,1367.274364,1.773835,0.121002,-0.026039,7.451451,1362.737195,1.231559,-0.188210,-0.185322
2.363165,4.464027,-0.947032,2.860589,0.018297,-0.120611,2.253020,1366.170869,0.119521,0.412457,-0.330215,3.690860,1367.275212,2.193230,0.043377,0.404623,7.453287,1362.737278,1.686521,-0.155195,0.302215
1.905681,5.577298,1.194185,3.354767,0.055143,0.191068,2.253158,1366.170690,0.313175,0.185110,0.145089,3.691072,1367.275098,2.137202,-0.237707,-0.079190,7.451366,1362.736869,1.386863,-0.174525,0.031338
1.748608,6.951107,0.748305,3.302754,0.158367,0.320025,2.252900,1366.170976,0.556504,0.042059,0.315487,3.690368,1367.276544,2.046714,-0.235817,0.056621,7.451976,1362.736667,1.764840,0.053715,0.090249
1.870629,4.101140,-0.616746,2.992841,0.543097,-0.052990,2.252573,1366.170656,0.257923,0.418158,-0.056766,3.690248,1367.275640,1.469933,-0.255952,0.250826,7.451211,1362.738524,1.415829,0.038852,-0.068761
1.677760,2.397748,-0.822064,3.632119,0.016555,0.118319,2.252547,1366.170993,0.007512,0.243796,-0.374839,3.690822,1367.275155,2.209737,-0.182385,0.228903,7.451369,1362.737263,0.860679,-0.027807,-0.329804
2.031700,5.573496,1.731607,3.692999,0.210191,0.081485,2.253038,1366.170861,0.310118,0.103138,-0.178480,3.690475,1367.274548,2.191089,-0.112149,-0.082807,7.451368,1362.737888,1.346159,0.339567,0.300160
1.719897,8.265557,1.773647,3.954002,0.336658,0.133517,2.253338,1366.170792,0.625942,-0.093199,-0.116071,3.690730,1367.275656,2.543921,0.082610,-0.167443,7.450873,1362.736771,1.879365,-0.357065,-0.200656
1.954849,0.893170,-0.121059,3.610348,0.002765,0.236472,2.252911,1366.170802,1.034450,-0.457335,-0.142693,3.689821,1367.273836,1.931261,-0.134313,-0.412070,7.451075,1362.738052,0.623098,-0.185313,-0.726160
2.326030,3.725194,-0.399943,2.978712,0.025423,-0.104435,2.253180,1366.170863,0.521895,0.157679,0.382212,3.690599,1367.274433,1.906415,0.074277,0.206387,7.450870,1362.737895,1.057233,-0.014915,-0.147325
2.921400,7.843455,1.421277,3.949651,0.258142,0.104705,2.253523,1366.170658,0.773460,-0.122446,0.144786,3.690617,1367.273965,2.264878,0.169862,0.152127,7.451825,1362.736348,1.696371,-0.129211,-0.124400
1.497498,5.507930,1.970140,3.723231,0.009861,0.148020,2.253112,1366.170783,0.381308,-0.144097,0.102204,3.690633,1367.275183,2.076572,-0.108303,0.061351,7.450617,1362.738000,1.211807,-0.182377,-0.324659
1.727545,4.367950,1.340714,3.534546,0.165715,0.173738,2.252778,1366.170783,0.766464,0.030961,-0.795952,3.689974,1367.275540,2.178179,-0.125718,0.126981,7.452785,1362.738605,1.382309,-0.173933,-0.412016
2.030659,7.264039,1.456975,3.979592,0.177701,0.069183,2.253428,1366.170769,0.823969,0.092598,0.313389,3.690632,1367.275624,1.822049,0.033299,0.199593,7.450940,1362.737763,1.148481,0.051528,-0.339152
1.511418,4.535007,1.810116,3.602872,0.147015,0.002746,2.253750,1366.170952,0.244941,0.390670,0.095134,3.690405,1367.274145,1.744342,0.180055,0.081680,7.450311,1362.737550,1.350392,-0.132907,-0.321084
1.820314,4.428063,1.191016,3.599226,0.003533,-0.164315,2.253542,1366.170569,0.500893,-0.024232,0.274965,3.690792,1367.274005,2.032026,-0.160334,0.288936,7.450507,1362.737405,1.646169,-0.177231,-0.153792
1.993576,2.361143,0.377321,3.501890,0.044305,0.048680,2.253187,1366.170694,0.103930,0.341376,-0.492447,3.690655,1367.275502,2.219025,-0.257297,0.331390,7.449796,1362.737248,1.443479,-0.175395,0.427850
1.279889,5.737280,0.661140,3.688137,0.000005,0.112179,2.253138,1366.170709,0.644883,0.136986,-0.019626,3.690362,1367.274362,2.414827,0.004815,0.086625,7.451491,1362.737846,1.973555,-0.115917,-0.132221
1.817483,4.396700,1.571252,3.725565,0.007744,-0.376725,2.252776,1366.170891,0.355353,0.014343,-0.044681,3.690262,1367.275001,2.154875,-0.261097,0.363584,7.451690,1362.738211,1.807045,0.411955,-0.103207
0.814776,2.429630,0.166822,3.430738,0.249782,0.172660,2.253171,1366.170779,0.000568,-0.046067,0.146801,3.690314,1367.274225,2.198507,-0.044021,0.177246,7.451893,1362.738468,1.424745,0.355640,-0.248180
1.976995,4.300379,1.701968,3.627382,0.438018,0.089384,2.252831,1366.170795,0.044843,-0.249636,-0.267932,3.690205,1367.274848,2.374179,-0.206455,-0.016198,7.452289,1362.736764,1.699860,-0.006024,-0.275279
2.572621,8.926645,1.800250,3.945333,0.546225,-0.366686,2.253052,1366.170520,0.720334,-0.148646,0.362118,3.690382,1367.276278,2.098876,0.098988,0.150720,7.452036,1362.737482,2.167772,0.070143,0.440858
1.841416,4.946745,1.038774,3.849444,0.242007,-0.149672,2.253049,1366.170764,0.000040,0.239704,0.142641,3.690196,1367.275784,2.294506,-0.087061,0.257966,7.452240,1362.739360,1.793923,-0.096967,-0.201519
2.466639,2.762902,-2.354765,2.287057,0.002383,0.113685,2.252944,1366.170781,0.647804,0.034189,0.009422,3.690048,1367.274983,1.893899,0.041567,0.131298,7.452274,1362.738571,0.948709,-0.091299,-0.040477
2.275796,6.207705,0.983812,3.352200,0.120542,0.216237,2.252947,1366.170780,0.962646,-0.216520,0.571910,3.690417,1367.274639,2.716423,0.025085,0.069578,7.450430,1362.736314,1.602850,0.342401,0.170770
1.271448,5.768072,1.610241,3.281952,0.102574,0.015443,2.252887,1366.170715,0.316824,0.216585,0.002401,3.690253,1367.275586,2.496188,-0.261206,0.042395,7.453213,1362.737848,1.123810,-0.008734,0.185268
2.398449,6.988131,0.523270,3.318784,0.536432,-0.105649,2.252953,1366.170627,0.161369,0.218144,0.331535,3.690694,1367.275684,2.063540,-0.337135,-0.059713,7.450784,1362.735933,1.683788,0.210642,0.057544
2.302570,4.482653,1.234367,3.392031,0.010310,-0.028953,2.253984,1366.170694,0.584276,0.084485,0.612485,3.689985,1367.275311,2.576806,-0.138983,-0.098930,7.452185,1362.738367,1.285475,-0.012884,-0.266547
0.821328,7.300615,1.617536,3.915789,0.000766,0.074743,2.252799,1366.170917,0.620727,-0.092472,-0.036818,3.690255,1367.275113,2.406517,-0.045821,-0.025221,7.451180,1362.738223,1.399870,-0.064695,-0.161277
2.357438,2.104411,-2.838200,2.286348,0.170426,0.020985,2.252734,1366.170766,0.285510,-0.263318,0.189094,3.690730,1367.275996,2.600322,0.035343,0.616826,7.451760,1362.738905,1.915206,0.062289,-0.119612
1.985365,7.207438,1.699651,3.908767,0.261778,-0.112468,2.253169,1366.170882,0.385294,-0.080058,0.109401,3.690925,1367.275776,2.094251,-0.298196,0.097659,7.450501,1362.737029,1.255441,0.120603,0.201580
